Timestamp,Reading,Percent,Status
2026-08-12 15:45,41834.0,52.7,Happy :)
2026-08-12 15:45,41824.4,52.8,Happy :)
2026-08-12 15:45,41859.6,52.7,Happy :)
2026-08-12 15:45,41821.2,52.8,Happy :)
2026-08-12 15:45,41818.0,52.8,Happy :)
2026-08-12 15:47,41762.0,52.9,Happy :)
2026-08-12 15:47,41856.4,52.7,Happy :)
2026-08-12 15:47,41902.8,52.6,Happy :)
2026-08-12 15:47,41808.4,52.8,Happy :)
2026-08-12 15:47,41950.8,52.4,Happy :)
2026-08-12 15:53,44176.4,0,Needs Water ASAP!
2026-08-12 15:53,44125.2,0,Needs Water ASAP!
2026-08-12 15:53,44168.4,0,Needs Water ASAP!
2026-08-12 15:53,44149.2,0,Needs Water ASAP!
2026-08-12 15:53,44205.2,0,Needs Water ASAP!
2026-08-12 15:54,44091.6,0,Needs Water ASAP!
2026-08-12 15:54,44226.0,0,Needs Water ASAP!
2026-08-12 15:54,44237.2,0,Needs Water ASAP!
2026-08-12 15:54,44123.6,0,Needs Water ASAP!
2026-08-12 15:54,44112.4,0,Needs Water ASAP!
2026-08-12 15:55,17463.2,100,Soaking in water?
2026-08-12 15:56,17480.8,100,Soaking in water?
2026-08-12 15:56,17495.2,100,Soaking in water?
2026-08-12 15:56,17412.0,100,Soaking in water?
2026-08-12 15:56,17490.4,100,Soaking in water?
2026-08-12 15:58,17362.4,100,Soaking in water?
2026-08-12 15:58,17316.0,100,Soaking in water?
2026-08-12 15:58,17384.8,100,Soaking in water?
2026-08-12 15:58,17357.6,100,Soaking in water?
2026-08-12 15:58,17293.6,100,Soaking in water?
2026-08-12 16:15,43291.6,29.0,Should Water
2026-08-12 16:15,43245.2,31.5,Should Water
2026-08-12 16:15,43290.0,29.1,Should Water
2026-08-12 16:15,43294.8,28.9,Should Water
2026-08-12 16:15,43291.6,29.0,Should Water
2026-08-12 16:20,43000.4,44.4,Happy :)
2026-08-12 16:20,43016.4,43.5,Happy :)
2026-08-12 16:20,43136.4,37.2,Should Water
2026-08-12 16:20,42998.8,44.4,Happy :)
2026-08-12 16:20,42986.0,45.1,Happy :)
2026-08-12 16:26,42947.6,47.1,Happy :)
2026-08-12 16:26,42955.6,46.7,Happy :)
2026-08-12 16:26,42920.4,48.6,Happy :)
2026-08-12 16:26,42899.6,49.7,Happy :)
2026-08-12 16:26,42955.6,46.7,Happy :)
2026-08-12 16:31,42902.8,49.5,Happy :)
2026-08-12 16:31,42930.0,48.1,Happy :)
2026-08-12 16:31,42890.0,50.0,Happy :)
2026-08-12 16:31,42875.6,50.0,Happy :)
2026-08-12 16:31,42941.2,47.5,Happy :)
2026-08-12 16:38,43008.4,43.9,Happy :)
2026-08-12 16:38,42974.8,45.7,Happy :)
2026-08-12 16:38,42805.2,50.2,Happy :)
2026-08-12 16:38,42931.6,48.0,Happy :)
2026-08-12 16:38,42906.0,49.3,Happy :)
2026-08-12 16:42,42870.8,50.1,Happy :)
2026-08-12 16:42,42904.4,49.4,Happy :)
2026-08-12 16:42,42846.8,50.1,Happy :)
2026-08-12 16:42,42886.8,50.0,Happy :)
2026-08-12 16:42,42819.6,50.2,Happy :)
2026-08-12 17:06,35105.6,70.1,Wet
2026-08-12 17:06,35155.2,70.0,Wet
2026-08-12 17:06,35212.8,69.8,Wet
2026-08-12 17:06,35225.6,69.8,Wet
2026-08-12 17:06,35116.8,70.1,Wet
2026-08-12 17:13,34820.8,70.9,Wet
2026-08-12 17:13,34833.6,70.8,Wet
2026-08-12 17:13,34780.8,71.0,Wet
2026-08-12 17:13,34804.8,70.9,Wet
2026-08-12 17:13,34804.8,70.9,Wet
2026-08-12 17:13,34924.8,70.6,Wet
2026-08-12 17:18,34771.2,71.0,Wet
2026-08-12 17:18,34881.6,70.7,Wet
2026-08-12 17:18,34822.4,70.9,Wet
2026-08-12 17:18,34750.4,71.0,Wet
2026-08-12 17:18,34793.6,70.9,Wet
